Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Arcane,Chest,PreRaid,Gladiator's Silk Raiment,PvP,,,,207 Armor; 51 Sta; 18 Int; 32 Healing; 32 Spell Dmg; 25 Spell Crit; 24 Resilience,
Arcane,Wrist,PreRaid,Bracers of Havok,Auction House,,,,67 Armor; 12 Int; 30 Healing; 30 Spell Dmg,
Arcane,Wrist,PreRaid,Crimson Bracers of Gloom,Dungeon Drop,,Hellfire Ramparts,Heroic,68 Armor; 18 Sta; 18 Int; 22 Healing; 22 Spell Dmg; 12 Spell Hit,Omor the Unscarred
Arcane,Wrist,PreRaid,Shattrath Wraps,Quest (Dung),The Soul Devices (SL),,,68 Armor; 15 Sta; 15 Int; 21 Healing; 21 Spell Dmg,
Arcane,Wrist,PreRaid,General's Silk Cuffs,PvP,,,,84 Armor; 22 Sta; 17 Int; 20 Healing; 20 Spell Dmg; 12 Spell Crit; 11 Resilience,
Arcane,Hands,PreRaid,Spellfire Gloves,Auction House,,,,"111 Armor; 4 Sta; 10 Int; 23 Spell Crit

Equip: Increases damage done by Fire spells and effects by up to 50;
Equip: Increases damage done by Arcane spells and effects by up to 50",
Arcane,Hands,PreRaid,Gloves of Oblivion,Dungeon Drop,,Shattered Halls,Normal,97 Armor; 33 Sta; 21 Int; 26 Healing; 26 Spell Dmg; 20 Spell Hit,Warchief Kargath Bladefist
Arcane,Hands,PreRaid,Incanter's Gloves,Dungeon Drop,,Steamvault,Normal,97 Armor; 21 Sta; 24 Int; 12 Spi; 29 Healing; 29 Spell Dmg; 14 Spell Crit,Hydromancer Thespia
Arcane,Hands,PreRaid,Mana-Etched Gloves,Dungeon Drop,,Hellfire Ramparts,Heroic,97 Armor; 25 Sta; 17 Int; 20 Healing; 20 Spell Dmg; 35 Spell Hit; 16 Spell Crit,Omor the Unscarred
Arcane,Hands,PreRaid,Tempest's Touch,Quest (Dung),Return to Andormu (CoT),,,"88 Armor; 10 Sta; 20 Int; 6 Spi; 27 Healing; 27 Spell Dmg

Equip: Increases your spell penetration by 10",
Arcane,Waist,PreRaid,Girdle of Ruination,Auction House,,,,100 Armor; 18 Sta; 13 Int; 39 Healing; 39 Spell Dmg; 20 Spell Crit,
Arcane,Waist,PreRaid,Spellfire Belt,Auction House,,,,"100 Armor; 4 Sta; 18 Int; 18 Spell Crit

Equip: Increases damage done by Fire spells and effects by up to 50;
Equip: Increases damage done by Arcane spells and effects by up to 50",
Arcane,Waist,PreRaid,Belt of Depravity,Dungeon Drop,,Arcatraz,Heroic,105 Armor; 31 Sta; 27 Int; 34 Healing; 34 Spell Dmg; 17 Spell Hit,Harbinger Skyriss
Arcane,Waist,PreRaid,Eyestalk Waist Cord,Dungeon Drop,,Ahn'Qiraj,Normal,85 Armor; 10 Sta; 9 Int; 41 Healing; 41 Spell Dmg; 14 Spell Crit,C'Thun
Arcane,Waist,PreRaid,A'dal's Gift,Quest (Dung),How to Break Into the Arcatraz (TK),,,88 Armor; 25 Int; 34 Healing; 34 Spell Dmg; 21 Spell Crit,
Arcane,Legs,PreRaid,Spellstrike Pants,Auction House,,,,156 Armor; 12 Sta; 8 Int; 46 Healing; 46 Spell Dmg; 22 Spell Hit; 26 Spell Crit,
Arcane,Legs,PreRaid,Aran's Sorcerous Slacks,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,136 Armor; 29 Sta; 28 Int; 23 Healing; 23 Spell Dmg; 21 Spell Crit,Lieutenant Drake
Arcane,Legs,PreRaid,Breeches of the Occultist,Dungeon Drop,,Black Morass,Heroic,163 Armor; 37 Sta; 22 Int; 36 Healing; 36 Spell Dmg; 23 Spell Crit,Aeonus
Arcane,Legs,PreRaid,Devil-Stitched Leggings,Dungeon Drop,,Botanica,Normal,136 Armor; 32 Sta; 28 Int; 29 Healing; 29 Spell Dmg,Laj
Arcane,Legs,PreRaid,Incanter's Trousers,Dungeon Drop,,Sethekk Halls,Normal,136 Armor; 25 Sta; 30 Int; 17 Spi; 42 Healing; 42 Spell Dmg; 18 Spell Crit,Talon King Ikiss
Arcane,Legs,PreRaid,Khadgar's Kilt of Abjuration,Dungeon Drop,,Black Morass,Normal,133 Armor; 20 Sta; 22 Int; 15 Spi; 36 Healing; 36 Spell Dmg,Temporus
Arcane,Legs,PreRaid,Kirin Tor Master's Trousers,Dungeon Drop,,Shadow Labyrinth,Heroic,163 Armor; 27 Sta; 29 Int; 25 Spi; 36 Healing; 36 Spell Dmg,Murmur
Arcane,Legs,PreRaid,Mana-Etched Pantaloons,Dungeon Drop,,Underbog,Normal,"136 Armor; 34 Sta; 32 Int; 33 Healing; 33 Spell Dmg; 35 Spell Hit; 21 Spell Crit

Equip: Increases your spell penetration by 18",The Black Stalker
Arcane,Legs,PreRaid,Pantaloons of Flaming Wrath,Dungeon Drop,,Shattered Halls,Heroic,136 Armor; 28 Int; 33 Healing; 33 Spell Dmg; 42 Spell Crit,Blood Guard Porung
Arcane,Feet,PreRaid,Boots of Ethereal Manipulation,Dungeon Drop,,Botanica,Heroic,128 Armor; 27 Sta; 27 Int; 21 Spi; 33 Healing; 33 Spell Dmg,Warp Splinter
Arcane,Feet,PreRaid,Embroidered Spellpyre Boots,Dungeon Drop,,Blood Furnace,Heroic,107 Armor; 21 Sta; 21 Int; 41 Healing; 41 Spell Dmg,Broggok
Arcane,Feet,PreRaid,Sigil-Laced Boots,Dungeon Drop,,Arcatraz,Normal,107 Armor; 24 Sta; 18 Int; 20 Healing; 20 Spell Dmg; 17 Spell Crit,Harbinger Skyriss
Arcane,Feet,PreRaid,Shattrath Jumpers,Quest (Dung),Into the Heart of the Labyrinth (SL),,,107 Armor; 25 Sta; 17 Int; 29 Healing; 29 Spell Dmg,
Arcane,Feet,PreRaid,General's Silk Footguards,PvP,,,,142 Armor; 33 Sta; 23 Int; 28 Healing; 28 Spell Dmg; 24 Spell Crit; 24 Resilience,
Arcane,Neck,PreRaid,Chain of the Twilight Owl,Auction House,,,,"19 Int; 21 Healing; 21 Spell Dmg; 18 Defense

Use: Increases the spell critical hit chance of nearby party members by 2% for 30 min",
Arcane,Neck,PreRaid,Charlotte's Ivy,Auction House,,,,18 Sta; 19 Int; 14 Spi; 23 Healing; 23 Spell Dmg,World Drop
Arcane,Neck,PreRaid,Eye of the Night,Auction House,,,,"16 Spell Hit; 26 Spell Crit

Use: Increases spell damage by up to 34 for all nearby party members. Lasts 30 min;
Equip: Increases your spell penetration by 15",
Arcane,Neck,PreRaid,Brooch of Heightened Potential,Dungeon Drop,,Shadow Labyrinth,Normal,15 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 9 Spell Hit; 14 Spell Crit,Blackheart the Inciter
Arcane,Neck,PreRaid,Hydra-fang Necklace,Dungeon Drop,,Underbog,Normal,17 Sta; 16 Int; 19 Healing; 19 Spell Dmg; 16 Spell Hit,Ghaz'an
Arcane,Neck,PreRaid,Manasurge Pendant,Dungeon Token,,,,24 Sta; 22 Int; 28 Healing; 28 Spell Dmg,25 Badges of Justice
Arcane,Neck,PreRaid,Torc of the Sethekk Prophet,Quest (Dung),Brother Against Brother (Seth),,,18 Int; 19 Healing; 19 Spell Dmg; 21 Spell Crit,
Arcane,Ring,PreRaid,Lola's Eve,Auction House,,,,15 Sta; 14 Int; 13 Spi; 29 Healing; 29 Spell Dmg,World Drop
Arcane,Ring,PreRaid,Cobalt Band of Tyrigosa,Dungeon Drop,,Mana Tombs,Heroic,19 Sta; 17 Int; 35 Healing; 35 Spell Dmg,Nexus-Prince Shaffar
Arcane,Ring,PreRaid,Ryngo's Band of Ingenuity,Dungeon Drop,,Arcatraz,Normal,12 Sta; 14 Int; 25 Healing; 25 Spell Dmg; 14 Spell Crit,Wrath-Scryer Soccothrates
Arcane,Ring,PreRaid,Scintillating Coral Band,Dungeon Drop,,Steamvault,Normal,14 Sta; 15 Int; 21 Healing; 21 Spell Dmg; 17 Spell Crit,Hydromancer Thespia
Arcane,Ring,PreRaid,Sparking Arcanite Ring,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,13 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 10 Spell Hit; 14 Spell Crit,Epoch Hunter
Arcane,Ring,PreRaid,Ring of Cryptic Dreams,Dungeon Token,,,,16 Sta; 17 Int; 23 Healing; 23 Spell Dmg; 20 Spell Crit,25 Badges of Justice
Arcane,Ring,PreRaid,Evoker's Mark of the Redemption,Quest,Dissension Amongst the Ranks... (SMV),,,15 Int; 29 Healing; 29 Spell Dmg; 10 Spell Crit,
Arcane,Ring,PreRaid,Manastorm Band,Quest,Shutting Down Manaforge Ara (NS),,,15 Int; 29 Healing; 29 Spell Dmg; 10 Spell Crit,
Arcane,Ring,PreRaid,Ring of the Fallen God,Quest,The Savior of Kalimdor (AQ),,,5 Sta; 6 Int; 37 Healing; 37 Spell Dmg; 8 Spell Hit,
Arcane,Ring,PreRaid,Ashyen's Gift,Reputation,,,,30 Sta; 23 Healing; 23 Spell Dmg; 21 Spell Hit,Cenarion Expedition - Exalted
Arcane,Trinket,PreRaid,Mind Quickening Gem,Dungeon Drop,,Blackwing Lair,Normal,"Use: Quickens the mind, increasing the Mage's spell haste rating by 330 for 20 sec",Vaelastrasz the Corrupt
Arcane,Trinket,PreRaid,Neltharion's Tear,Dungeon Drop,,Blackwing Lair,Normal,44 Healing; 44 Spell Dmg; 16 Spell Hit,Nefarian
Arcane,Trinket,PreRaid,Quagmirran's Eye,Dungeon Drop,,Slave Pens,Heroic,"37 Healing; 37 Spell Dmg

Equip: Your harmful spells have a chance to increase your spell haste rating by 320 for 6 secs. (Proc chance: 10%, 45s cooldown)",Quagmirran
Arcane,Trinket,PreRaid,Shiffar's Nexus-Horn,Dungeon Drop,,Arcatraz,Normal,"30 Spell Crit

Equip: Chance on spell critical hit to increase your spell damage and healing by 225 for 10 secs. (Proc chance: 20%, 45s cooldown)",Harbinger Skyriss
Arcane,Trinket,PreRaid,The Restrained Essence of Sapphiron,Dungeon Drop,,Naxxramas,Normal,"40 Healing; 40 Spell Dmg

Use: Increases damage and healing done by magical spells and effects by up to 130 for 20 sec",Sapphiron
Arcane,Trinket,PreRaid,Icon of the Silver Crescent,Dungeon Token,,,,"43 Healing; 43 Spell Dmg

Use: Increases damage and healing done by magical spells and effects by up to 155 for 20 sec",41 Badges of Justice
Arcane,Trinket,PreRaid,Mark of the Champion,Quest,The Fall of Kel'Thuzad (Naxx),,,Equip: Increases damage done to Undead and Demons by magical spells and effects by up to 85. It also allows the acquisition of Scourgestones on behalf of the Argent Dawn,
Arcane,Trinket,PreRaid,Vengeance of the Illidari,Quest,Overlord (HFP),,,"26 Spell Crit

Use: Increases spell damage done by up to 120 and healing done by up to 220 for 15 sec",
Arcane,Trinket,PreRaid,Scryer's Bloodgem,Reputation,,,,"32 Spell Hit

Use: Increases spell damage by up to 150 and healing by up to 280 for 15 sec",The Scryers - Revered
Arcane,Trinket,PreRaid,Xi'ri's Gift,Reputation,,,,"32 Spell Crit

Use: Increases spell damage by up to 150 and healing by up to 280 for 15 sec",The Sha'tar - Revered
Arcane,Main Hand,PreRaid,Blade of Wizardry,Auction House,,,,"159 Healing; 159 Spell Dmg

Equip: Your harmful spells have a chance to increase your spell haste rating by 280 for 6 secs. (Proc chance: 15%, 50s cooldown)",World Drop
Arcane,Main Hand,PreRaid,Eternium Runed Blade,Auction House,,,,19 Int; 168 Healing; 168 Spell Dmg; 21 Spell Crit,
Arcane,Main Hand,PreRaid,Greatsword of Horrid Dreams,Dungeon Drop,,Shadow Labyrinth,Normal,15 Sta; 14 Int; 130 Healing; 130 Spell Dmg; 14 Spell Hit,Murmur
Arcane,Main Hand,PreRaid,Starlight Dagger,Dungeon Drop,,Slave Pens,Heroic,15 Sta; 15 Int; 121 Healing; 121 Spell Dmg; 16 Spell Hit,Mennu the Betrayer
Arcane,Main Hand,PreRaid,Illidari-Bane Mageblade,Quest,Quenching the Blade (SMV),,,"12 Sta; 11 Int; 20 Spell Crit

Equip: Increases damage done to Demons by magical spells and effects by up to 185",
Arcane,Main Hand,PreRaid,Blade of the Archmage,Reputation,,,,13 Sta; 11 Int; 159 Healing; 159 Spell Dmg; 21 Spell Crit,Honor Hold - Exalted
Arcane,Main Hand,PreRaid,Continuum Blade,Reputation,,,,30 Sta; 11 Int; 121 Healing; 121 Spell Dmg; 8 Spell Hit,Keepers of Time - Revered
Arcane,Main Hand,PreRaid,Stormcaller,Reputation,,,,12 Sta; 12 Int; 159 Healing; 159 Spell Dmg; 21 Spell Crit,Thrallmar - Exalted
Arcane,Off Hand,PreRaid,Hortus' Seal of Brilliance,Dungeon Drop,,Shattered Halls,Normal,18 Sta; 20 Int; 23 Healing; 23 Spell Dmg,Warchief Kargath Bladefist
Arcane,Off Hand,PreRaid,Lamp of Peaceful Radiance,Dungeon Drop,,Arcatraz,Normal,13 Sta; 14 Int; 21 Healing; 21 Spell Dmg; 12 Spell Hit; 13 Spell Crit,Harbinger Skyriss
Arcane,Off Hand,PreRaid,Manual of the Nethermancer,Dungeon Drop,,Mechanar,Normal,12 Sta; 15 Int; 21 Healing; 21 Spell Dmg; 19 Spell Crit,Nethermancer Sepethrea
Arcane,Off Hand,PreRaid,Sapphiron's Left Eye,Dungeon Drop,,Naxxramas,Normal,12 Sta; 8 Int; 26 Healing; 26 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Sapphiron
Arcane,Off Hand,PreRaid,Star-Heart Lamp,Dungeon Drop,,Black Morass,Normal,17 Sta; 18 Int; 22 Healing; 22 Spell Dmg; 12 Spell Hit,Temporus
Arcane,Off Hand,PreRaid,Talisman of Kalecgos,Dungeon Token,,,,"14 Int

Equip: Increases damage done by Arcane spells and effects by up to 50",25 Badges of Justice
Arcane,Off Hand,PreRaid,Imbued Draenethyst Crystal,Quest,Teleport This! (NS),,,11 Int; 25 Healing; 25 Spell Dmg; 8 Spell Crit,
Arcane,Off Hand,PreRaid,Mekeda's Gift,Quest,Escaping the Tomb (TF),,,13 Int; 15 Healing; 15 Spell Dmg; 5 MP5,
Arcane,Two Hand,PreRaid,Grand Scepter of the Nexus-Kings,Dungeon Drop,,Mana Tombs,Heroic,45 Sta; 43 Int; 121 Healing; 121 Spell Dmg; 19 Spell Hit,Nexus-Prince Shaffar
Arcane,Two Hand,PreRaid,Terokk's Shadowstaff,Dungeon Drop,,Sethekk Halls,Heroic,40 Sta; 42 Int; 168 Healing; 168 Spell Dmg; 37 Spell Crit,Talon King Ikiss
Arcane,Two Hand,PreRaid,Warpstaff of Arcanum,Dungeon Drop,,Botanica,Normal,37 Sta; 38 Int; 121 Healing; 121 Spell Dmg; 16 Spell Hit; 26 Spell Crit,Warp Splinter
Arcane,Two Hand,PreRaid,"Atiesh, Greatstaff of the Guardian",Quest,"Atiesh, Greatstaff of the Guardian ()",,,"31 Sta; 32 Int; 24 Spi; 150 Healing; 150 Spell Dmg; 16 Spell Hit

Use: Creates a portal, teleporting group members that use it to Karazhan;
Equip: Increases the spell critical strike rating of all party members within 30 yards by 28",
Arcane,Two Hand,PreRaid,Auchenai Staff,Reputation,,,,46 Int; 121 Healing; 121 Spell Dmg; 19 Spell Hit; 26 Spell Crit,The Aldor - Revered
Arcane,Ranged/Relic,PreRaid,Doomfinger,Dungeon Drop,,Naxxramas,Normal,16 Healing; 16 Spell Dmg; 14 Spell Crit,Kel'Thuzad
Arcane,Ranged/Relic,PreRaid,Nether Core's Control Rod,Dungeon Drop,,Arcatraz,Normal,9 Sta; 10 Int; 13 Healing; 13 Spell Dmg; 8 Spell Hit,Dalliah the Doomsayer
Arcane,Ranged/Relic,PreRaid,The Black Stalk,Dungeon Drop,,Underbog,Normal,10 Sta; 20 Healing; 20 Spell Dmg; 11 Spell Crit,The Black Stalker
Arcane,Ranged/Relic,PreRaid,Voidfire Wand,Dungeon Drop,,Mana Tombs,Normal,9 Sta; 9 Int; 11 Healing; 11 Spell Dmg; 7 Spell Hit,Pandemonius
Arcane,Ranged/Relic,PreRaid,Wand of Fates,Dungeon Drop,,Naxxramas,Normal,7 Sta; 7 Int; 12 Healing; 12 Spell Dmg; 8 Spell Hit,Patchwerk
Arcane,Ranged/Relic,PreRaid,Wand of the Netherwing,Dungeon Drop,,Shadow Labyrinth,Normal,19 Sta; 16 Healing; 16 Spell Dmg,Blackheart the Inciter
Arcane,Ranged/Relic,PreRaid,Nethekurse's Rod of Torment,Quest (Dung),Turning the Tide (SH),,,10 Int; 11 Healing; 11 Spell Dmg; 10 Spell Crit,
Arcane,Ranged/Relic,PreRaid,Rod of Dire Shadows,Quest (Dung),The Will of the Warchief (SH),,,10 Int; 11 Healing; 11 Spell Dmg; 10 Spell Crit,
Fire,Head,PreRaid,Spellstrike Hood,Auction House,,,,145 Armor; 16 Sta; 12 Int; 46 Healing; 46 Spell Dmg; 16 Spell Hit; 24 Spell Crit,
Fire,Head,PreRaid,Hood of Oblivion,Dungeon Drop,,Arcatraz,Normal,127 Armor; 27 Sta; 32 Int; 40 Healing; 40 Spell Dmg,Harbinger Skyriss
Fire,Head,PreRaid,Incanter's Cowl,Dungeon Drop,,Mechanar,Normal,127 Armor; 15 Sta; 27 Int; 17 Spi; 29 Healing; 29 Spell Dmg; 19 Spell Crit,Pathaleon the Calculator
Fire,Head,PreRaid,Mana-Etched Crown,Dungeon Drop,,Black Morass,Normal,"127 Armor; 27 Sta; 20 Int; 34 Healing; 34 Spell Dmg; 35 Spell Hit

Equip: Increases your spell penetration by 15",Aeonus
Fire,Head,PreRaid,"Mish'undare, Circlet of the Mind Flayer",Dungeon Drop,,Blackwing Lair,Normal,117 Armor; 15 Sta; 24 Int; 9 Spi; 35 Healing; 35 Spell Dmg; 28 Spell Crit,Nefarian
Fire,Head,PreRaid,Mana-Binders Cowl,Dungeon Token,,,,151 Armor; 38 Sta; 29 Int; 34 Healing; 34 Spell Dmg; 15 Spell Crit,50 Badges of Justice
Fire,Head,PreRaid,Evoker's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"120 Armor; 12 Sta; 15 Int; 8 Spi; 35 Healing; 35 Spell Dmg; 24 Spell Crit

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Fire,Head,PreRaid,Frostfire Circlet,Quest,Frostfire Circlet (Naxx),,,123 Armor; 22 Sta; 23 Int; 35 Healing; 35 Spell Dmg; 8 Spell Hit; 28 Spell Crit,
Fire,Head,PreRaid,Junior Technician 3rd Grade Goggles,Quest,You're Hired! (NS),,,108 Armor; 21 Sta; 15 Int; 14 Spi; 43 Healing; 43 Spell Dmg,
Fire,Head,PreRaid,Mag'hari Ritualist's Horns,Quest,Hero of the Mag'har (Nag),,,114 Armor; 18 Sta; 16 Int; 50 Healing; 50 Spell Dmg; 12 Spell Hit; 15 Spell Crit,
Fire,Shoulder,PreRaid,Mana-Etched Spaulders,Dungeon Drop,,Slave Pens,Heroic,117 Armor; 25 Sta; 17 Int; 20 Healing; 20 Spell Dmg; 35 Spell Hit; 16 Spell Crit,Quagmirran
Fire,Shoulder,PreRaid,Mantle of Three Terrors,Dungeon Drop,,Black Morass,Normal,114 Armor; 29 Sta; 25 Int; 29 Healing; 29 Spell Dmg; 12 Spell Hit,Chrono Lord Deja
Fire,Shoulder,PreRaid,Rime Covered Mantle,Dungeon Drop,,Naxxramas,Normal,108 Armor; 12 Sta; 12 Int; 39 Healing; 39 Spell Dmg; 14 Spell Crit,Gluth
Fire,Shoulder,PreRaid,Spaulders of Oblivion,Dungeon Drop,,Shadow Labyrinth,Normal,117 Armor; 25 Sta; 17 Int; 29 Healing; 29 Spell Dmg,Murmur
Fire,Shoulder,PreRaid,Destroyers' Mantle,Quest,Natural Remedies (HFP),,,94 Armor; 12 Sta; 12 Int; 8 Spi; 35 Healing; 35 Spell Dmg; 9 Spell Crit,
Fire,Shoulder,PreRaid,Frostfire Shoulderpads,Quest,Frostfire Shoulderpads (Naxx),,,111 Armor; 17 Sta; 18 Int; 9 Spi; 36 Healing; 36 Spell Dmg,
Fire,Shoulder,PreRaid,Nether Guards,Quest,Dr. Boom! (NS),,,100 Armor; 24 Sta; 11 Int; 33 Healing; 33 Spell Dmg,
Fire,Shoulder,PreRaid,Spaulders of the Torn-heart,Quest,The Cipher of Damnation - The Third Fragment Recovered (SMV),,,111 Armor; 10 Sta; 7 Int; 8 Spi; 40 Healing; 40 Spell Dmg; 18 Spell Crit,
