Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Arms,Legs,PreRaid,Clefthoof Hide Leggings,Quest,Showdown (BEM),,,243 Armor; 30 Str; 30 Agi; 24 Sta; 17 Hit; 18 Expertise,
Arms,Legs,PreRaid,Shattrath Leggings,Quest,Special Delivery to Shattrath City (Shattrath City),,,243 Armor; 35 Str; 25 Agi; 27 Sta; 22 Expertise,
Arms,Feet,PreRaid,Fel Leather Boots,Auction House,,,,196 Armor; 36 AP; 25 Hit; 17 Crit,
Arms,Feet,PreRaid,Boots of the Unjust,Dungeon Drop,,Auchenai Crypts,Heroic,201 Armor; 25 Sta; 64 AP; 13 Hit; 19 Crit,Exarch Maladaar
Arms,Feet,PreRaid,Farahlite Studded Boots,Quest,A Fate Worse Than Death (NS),,,172 Armor; 16 Agi; 56 AP; 16 Crit,
Arms,Feet,PreRaid,Sha'tari Wrought Greaves,Quest (Dung),Into the Heart of the Labyrinth (SL),,,800 Armor; 24 Str; 21 Agi; 22 Sta,
Arms,Feet,PreRaid,Marshal's Plate Greaves,PvP,,,,1063 Armor; 27 Str; 40 Sta; 27 Crit; 27 Resilience,
Arms,Neck,PreRaid,Adamantine Chain of the Unbroken,Dungeon Drop,,Slave Pens,Heroic,19 Sta; 34 AP; 30 Crit,Quagmirran
Arms,Neck,PreRaid,Choker of Vile Intent,Dungeon Token,,,,20 Agi; 18 Sta; 42 AP; 18 Hit,25 Badges of Justice
Arms,Neck,PreRaid,Natasha's Choker,Quest,The Hound-Master (BEM),,,50 AP; 10 Hit; 15 Crit,
Arms,Neck,PreRaid,Haramad's Bargain,Reputation,,,,26 Str; 25 Agi,The Consortium - Exalted
Arms,Ring,PreRaid,Band of Unnatural Forces,Dungeon Drop,,Naxxramas,Normal,52 AP; 10 Hit; 14 Crit,Loatheb
Arms,Ring,PreRaid,Reavers' Ring,Dungeon Drop,,Hellfire Ramparts,Heroic,23 Str; 18 Sta; 18 Crit,Vazruden
Arms,Ring,PreRaid,Shaffar's Band of Brutality,Dungeon Drop,,Mana-Tombs,Heroic,40 AP; 19 Hit; 20 Crit,Yor
Arms,Ring,PreRaid,Weathered Band of the Swamplord,Dungeon Drop,,Underbog,Heroic,20 Str; 14 Int; 21 Crit,Swamplord Musel'ek
Arms,Ring,PreRaid,Ring of Arathi Warlords,Dungeon Token,,,,24 Sta; 46 AP; 23 Crit,25 Badges of Justice
Arms,Ring,PreRaid,Aggressor's Mark of the Sha'tar,Quest,Battle of the Crimson Watch (SMV),,,24 AP; 29 Crit,
Arms,Ring,PreRaid,Overseer's Signet,Quest,Shutting Down Manaforge Ara (NS),,,25 Str; 15 Agi; 10 Hit,
Arms,Ring,PreRaid,A'dal's Command,Reputation,,,,29 Str; 16 Agi; 18 Sta,The Sha'tar - Exalted
Arms,Ring,PreRaid,Shapeshifter's Signet,Reputation,,,,25 Agi; 18 Sta; 20 Expertise,Lower City - Exalted
Arms,Trinket,PreRaid,Abacus of Violent Odds,Dungeon Drop,,Mechanar,Normal,"64 AP; 260 Haste

Use: Increases haste rating by 260 for 10 sec",Pathaleon the Calculator
Arms,Trinket,PreRaid,Badge of the Swarmguard,Dungeon Drop,,Ahn'Qiraj,Normal,"Use: Gives a chance on melee or ranged attack to apply an armor penetration effect on you for 30 sec, lowering the target's physical armor by 200 to your own attacks. The armor penetration effect can be applied up to 6 times",Battleguard Sartura
Arms,Trinket,PreRaid,Hourglass of the Unraveller,Dungeon Drop,,Black Morass,Normal,"32 Crit

Equip: Chance on critical hit to increase your attack power by 300 for 10 secs. (Proc chance: 10%, 50s cooldown)",Temporus
Arms,Trinket,PreRaid,Slayer's Crest,Dungeon Drop,,Naxxramas,Normal,"64 AP

Use: Increases attack power by 260 for 20 sec",Sapphiron
Arms,Trinket,PreRaid,Bloodlust Brooch,Dungeon Token,,,,"72 AP

Use: Increases attack power by 278 for 20 sec",41 Badges of Justice
Arms,Main Hand,PreRaid,Blinkstrike,Auction House,,,,Proc: Grants an extra attack on your next swing,World Drop
Arms,Main Hand,PreRaid,Dragonmaw,Auction House,,,,"9 Sta; 212 Haste

Proc: Increases your haste rating by 212 for 10 sec",
Arms,Main Hand,PreRaid,Fel Edged Battleaxe,Auction House,,,,3 Sta; 14 Hit; 21 Crit,
Arms,Main Hand,PreRaid,Bloodskull Destroyer,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,12 Sta; 22 AP; 21 Crit,Lieutenant Drake
Arms,Main Hand,PreRaid,Edge of the Cosmos,Dungeon Drop,,Mechanar,Normal,13 Sta; 30 AP; 16 Crit,Pathaleon the Calculator
Arms,Main Hand,PreRaid,Firebrand Battleaxe,Dungeon Drop,,Blood Furnace,Heroic,17 Str; 15 Sta; 14 Expertise,Broggok
Arms,Main Hand,PreRaid,Latro's Shifting Sword,Dungeon Drop,,Black Morass,Normal,15 Agi; 26 AP; 14 Expertise,Aeonus
Arms,Main Hand,PreRaid,The Harvester of Souls,Dungeon Drop,,Auchenai Crypts,Heroic,16 Str; 13 Sta; 15 Crit,Exarch Maladaar
Arms,Main Hand,PreRaid,Vindicator's Brand,Reputation,,,,38 AP; 19 Hit,The Aldor - Exalted
Arms,Main Hand,PreRaid,Grand Marshal's Slicer,PvP,,,,18 Sta; 26 AP; 8 Hit; 13 Crit; 9 Resilience,
Arms,Main Hand,PreRaid,High Warlord's Cleaver,PvP,,,,18 Sta; 26 AP; 8 Hit; 13 Crit; 9 Resilience,
Arms,Two Hand,PreRaid,Lionheart Champion,Auction House,,,,"49 Str; 44 Agi

Proc: Increases Strength by 100 for 10 sec;
Equip: Increases your chance to resist Fear effects by 5%",
Arms,Two Hand,PreRaid,Endbringer,Dungeon Drop,,Underbog,Normal,29 Str; 28 Sta; 45 Crit,The Black Stalker
Arms,Two Hand,PreRaid,Quantum Blade,Dungeon Drop,,Black Morass,Heroic,31 Sta; 102 AP; 30 Crit,Aeonus
Arms,Ranged/Relic,PreRaid,Mama's Insurance,Quest,Declawing Doomclaw (NS),,,10 Agi; 32 AP; 6 Crit,
Arms,Ranged/Relic,PreRaid,Marksman's Bow,Reputation,,,,12 Agi; 22 AP; 11 Hit,Thrallmar - Exalted
Arms,Ranged/Relic,PreRaid,Veteran's Musket,Reputation,,,,12 Agi; 22 AP; 11 Hit,Honor Hold - Exalted
Fury,Head,PreRaid,Helm of Assassination,Dungeon Drop,,Arcatraz,Normal,237 Armor; 25 Sta; 66 AP; 25 Crit,Harbinger Skyriss
Fury,Head,PreRaid,Mask of the Deceiver,Dungeon Token,,,,283 Armor; 32 Agi; 36 Sta; 64 AP; 16 Hit,50 Badges of Justice
Fury,Head,PreRaid,Overlord's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"898 Armor; 29 Str; 22 Sta; 13 Hit; 24 Crit

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Fury,Head,PreRaid,Helm of the Claw,Quest (Dung),The Warlord's Hideout (SV),,,237 Armor; 25 Agi; 21 Sta; 66 AP; 14 Hit,
Fury,Shoulder,PreRaid,Ragesteel Shoulders,Auction House,,,,873 Armor; 32 Str; 12 Sta; 9 Hit; 17 Crit,
Fury,Shoulder,PreRaid,Mantle of Perenolde,Dungeon Drop,,Old Hillsbrad Foothills,Normal,197 Armor; 24 Sta; 20 AP; 23 Hit; 23 Crit,Epoch Hunter
Fury,Shoulder,PreRaid,Spaulders of Slaughter,Dungeon Drop,,Shattered Halls,Heroic,873 Armor; 30 Str; 22 Sta; 27 Crit,Blood Guard Porung
Fury,Shoulder,PreRaid,Wastewalker Shoulderpads,Dungeon Drop,,Auchenai Crypts,Heroic,219 Armor; 25 Agi; 13 Sta; 34 AP; 16 Hit,Avatar of the Martyred
Fury,Back,PreRaid,Shroud of Frenzy,Auction House,,,,63 Armor; 21 Str; 16 Crit,World Drop
Fury,Back,PreRaid,Vengeance Wrap,Auction House,,,,89 Armor; 52 AP; 23 Crit,
Fury,Back,PreRaid,Cloak of the Inciter,Dungeon Drop,,Shadow Labyrinth,Normal,76 Armor; 15 Sta; 30 AP; 16 Hit; 18 Crit,Blackheart the Inciter
Fury,Back,PreRaid,Netherfury Cape,Dungeon Drop,,Botanica,Normal,78 Armor; 19 Str; 19 Sta; 21 Crit,Warp Splinter
Fury,Back,PreRaid,Shroud of Dominion,Dungeon Drop,,Naxxramas,Normal,77 Armor; 11 Sta; 50 AP; 14 Crit,Sapphiron
Fury,Back,PreRaid,Blood Knight War Cloak,Dungeon Token,,,,93 Armor; 23 Agi; 22 Sta; 48 AP,25 Badges of Justice
Fury,Chest,PreRaid,Chestguard of Exile,Auction House,,,,1268 Armor; 44 Str; 33 Sta; 36 Crit,World Drop
Fury,Chest,PreRaid,Ragesteel Breastplate,Auction House,,,,1164 Armor; 50 Str; 29 Crit,
Fury,Chest,PreRaid,Doomplate Chestguard,Dungeon Drop,,Arcatraz,Normal,1164 Armor; 30 Str; 27 Sta; 19 Crit,Harbinger Skyriss
Fury,Chest,PreRaid,Chestplate of A'dal,Quest,Special Delivery to Shattrath City (Shattrath City),,,1106 Armor; 35 Str; 27 Sta; 22 Hit; 25 Crit,
Fury,Chest,PreRaid,The Exarch's Protector,Quest (Dung),Everything Will Be Alright (AC),,,1018 Armor; 30 Str; 6 Sta; 23 Defense; 18 Crit,
Fury,Wrist,PreRaid,Black Felsteel Bracers,Auction House,,,,581 Armor; 26 Str; 15 Sta; 22 Crit,
Fury,Wrist,PreRaid,Nightfall Wristguards,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,153 Armor; 24 Agi; 22 Sta; 46 AP,Epoch Hunter
Fury,Wrist,PreRaid,Wristguards of Vengeance,Dungeon Drop,,Naxxramas,Normal,465 Armor; 24 Str; 10 Sta; 14 Crit,Anub'Rekhan
Fury,Wrist,PreRaid,Aged Leather Bindings,Quest,The Great Retribution (SMV),,,115 Armor; 40 AP; 20 Crit,
Fury,Wrist,PreRaid,Marshal's Plate Bracers,PvP,,,,624 Armor; 19 Str; 25 Sta; 14 Crit; 14 Resilience,
Fury,Hands,PreRaid,Fel Leather Gloves,Auction House,,,,169 Armor; 36 AP; 17 Hit; 24 Crit,
Fury,Hands,PreRaid,Ragesteel Gloves,Auction House,,,,728 Armor; 35 Str; 27 Crit,
Fury,Hands,PreRaid,Doomplate Gauntlets,Dungeon Drop,,Blood Furnace,Heroic,728 Armor; 31 Str; 25 Sta,Keli'dan the Breaker
Fury,Hands,PreRaid,Gauntlets of Annihilation,Dungeon Drop,,Ahn'Qiraj,Normal,702 Armor; 35 Str; 15 Sta; 10 Hit; 14 Crit,C'Thun
Fury,Hands,PreRaid,Flesh Handler's Gauntlets,Quest,The Flesh Lies... (NS),,,165 Armor; 18 Str; 17 Agi; 27 Sta; 18 Expertise,
Fury,Waist,PreRaid,Deathforge Girdle,Dungeon Drop,,Sethekk Halls,Normal,655 Armor; 22 Str; 3 Agi; 25 Sta; 20 Crit,Talon King Ikiss
Fury,Waist,PreRaid,Girdle of the Deathdealer,Dungeon Drop,,Black Morass,Heroic,196 Armor; 28 Agi; 28 Sta; 56 AP; 20 Hit,Aeonus
Fury,Waist,PreRaid,Girdle of the Mentor,Dungeon Drop,,Naxxramas,Normal,612 Armor; 21 Str; 20 Agi; 21 Sta; 10 Hit; 14 Crit,Instructor Razuvious
Fury,Waist,PreRaid,Rune-Engraved Belt,Quest (Dung),Fel Embers (SH),,,364 Armor; 25 Agi; 50 AP; 24 Hit,
Fury,Waist,PreRaid,Shattrath's Champion Belt,Quest (Dung),How to Break Into the Arcatraz (TK),,,367 Armor; 22 Int; 50 AP; 15 Hit; 21 Crit,
Fury,Waist,PreRaid,Marshal's Plate Belt,PvP,,,,870 Armor; 27 Str; 40 Sta; 27 Crit; 27 Resilience,
Fury,Legs,PreRaid,Fel Leather Leggings,Auction House,,,,249 Armor; 52 AP; 25 Hit; 25 Crit,
Fury,Legs,PreRaid,Midnight Legguards,Dungeon Drop,,Slave Pens,Heroic,305 Armor; 30 Sta; 64 AP; 17 Hit; 27 Crit,Quagmirran
Fury,Legs,PreRaid,Vanquisher's Legplates,Dungeon Drop,,Mechanar,Heroic,1216 Armor; 36 Str; 36 Sta; 23 Crit,Pathaleon the Calculator
Fury,Legs,PreRaid,Clefthoof Hide Leggings,Quest,Showdown (BEM),,,243 Armor; 30 Str; 30 Agi; 24 Sta; 17 Hit; 18 Expertise,
Fury,Legs,PreRaid,Shattrath Leggings,Quest,Special Delivery to Shattrath City (Shattrath City),,,243 Armor; 35 Str; 25 Agi; 27 Sta; 22 Expertise,
Fury,Feet,PreRaid,Fel Leather Boots,Auction House,,,,196 Armor; 36 AP; 25 Hit; 17 Crit,
Fury,Feet,PreRaid,Boots of the Unjust,Dungeon Drop,,Auchenai Crypts,Heroic,201 Armor; 25 Sta; 64 AP; 13 Hit; 19 Crit,Exarch Maladaar
Fury,Feet,PreRaid,Farahlite Studded Boots,Quest,A Fate Worse Than Death (NS),,,172 Armor; 16 Agi; 56 AP; 16 Crit,
Fury,Feet,PreRaid,Sha'tari Wrought Greaves,Quest (Dung),Into the Heart of the Labyrinth (SL),,,800 Armor; 24 Str; 21 Agi; 22 Sta,
Fury,Feet,PreRaid,Marshal's Plate Greaves,PvP,,,,1063 Armor; 27 Str; 40 Sta; 27 Crit; 27 Resilience,
Fury,Neck,PreRaid,Adamantine Chain of the Unbroken,Dungeon Drop,,Slave Pens,Heroic,19 Sta; 34 AP; 30 Crit,Quagmirran
Fury,Neck,PreRaid,Choker of Vile Intent,Dungeon Token,,,,20 Agi; 18 Sta; 42 AP; 18 Hit,25 Badges of Justice
Fury,Neck,PreRaid,Natasha's Choker,Quest,The Hound-Master (BEM),,,50 AP; 10 Hit; 15 Crit,
Fury,Neck,PreRaid,Haramad's Bargain,Reputation,,,,26 Str; 25 Agi,The Consortium - Exalted
Fury,Ring,PreRaid,Band of Unnatural Forces,Dungeon Drop,,Naxxramas,Normal,52 AP; 10 Hit; 14 Crit,Loatheb
Fury,Ring,PreRaid,Reavers' Ring,Dungeon Drop,,Hellfire Ramparts,Heroic,23 Str; 18 Sta; 18 Crit,Vazruden
Fury,Ring,PreRaid,Shaffar's Band of Brutality,Dungeon Drop,,Mana-Tombs,Heroic,40 AP; 19 Hit; 20 Crit,Yor
Fury,Ring,PreRaid,Weathered Band of the Swamplord,Dungeon Drop,,Underbog,Heroic,20 Str; 14 Int; 21 Crit,Swamplord Musel'ek
Fury,Ring,PreRaid,Ring of Arathi Warlords,Dungeon Token,,,,24 Sta; 46 AP; 23 Crit,25 Badges of Justice
Fury,Ring,PreRaid,Aggressor's Mark of the Sha'tar,Quest,Battle of the Crimson Watch (SMV),,,24 AP; 29 Crit,
Fury,Ring,PreRaid,Overseer's Signet,Quest,Shutting Down Manaforge Ara (NS),,,25 Str; 15 Agi; 10 Hit,
Fury,Ring,PreRaid,A'dal's Command,Reputation,,,,29 Str; 16 Agi; 18 Sta,The Sha'tar - Exalted
Fury,Ring,PreRaid,Shapeshifter's Signet,Reputation,,,,25 Agi; 18 Sta; 20 Expertise,Lower City - Exalted
Fury,Trinket,PreRaid,Abacus of Violent Odds,Dungeon Drop,,Mechanar,Normal,"64 AP; 260 Haste

Use: Increases haste rating by 260 for 10 sec",Pathaleon the Calculator
Fury,Trinket,PreRaid,Badge of the Swarmguard,Dungeon Drop,,Ahn'Qiraj,Normal,"Use: Gives a chance on melee or ranged attack to apply an armor penetration effect on you for 30 sec, lowering the target's physical armor by 200 to your own attacks. The armor penetration effect can be applied up to 6 times",Battleguard Sartura
Fury,Trinket,PreRaid,Hourglass of the Unraveller,Dungeon Drop,,Black Morass,Normal,"32 Crit

Equip: Chance on critical hit to increase your attack power by 300 for 10 secs. (Proc chance: 10%, 50s cooldown)",Temporus
Fury,Trinket,PreRaid,Slayer's Crest,Dungeon Drop,,Naxxramas,Normal,"64 AP

Use: Increases attack power by 260 for 20 sec",Sapphiron
Fury,Trinket,PreRaid,Bloodlust Brooch,Dungeon Token,,,,"72 AP

Use: Increases attack power by 278 for 20 sec",41 Badges of Justice
Fury,Main Hand,PreRaid,Blinkstrike,Auction House,,,,Proc: Grants an extra attack on your next swing,World Drop
Fury,Main Hand,PreRaid,Dragonmaw,Auction House,,,,"9 Sta; 212 Haste

Proc: Increases your haste rating by 212 for 10 sec",
Fury,Main Hand,PreRaid,Fel Edged Battleaxe,Auction House,,,,3 Sta; 14 Hit; 21 Crit,
Fury,Main Hand,PreRaid,Bloodskull Destroyer,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,12 Sta; 22 AP; 21 Crit,Lieutenant Drake
Fury,Main Hand,PreRaid,Edge of the Cosmos,Dungeon Drop,,Mechanar,Normal,13 Sta; 30 AP; 16 Crit,Pathaleon the Calculator
Fury,Main Hand,PreRaid,Firebrand Battleaxe,Dungeon Drop,,Blood Furnace,Heroic,17 Str; 15 Sta; 14 Expertise,Broggok
Fury,Main Hand,PreRaid,Latro's Shifting Sword,Dungeon Drop,,Black Morass,Normal,15 Agi; 26 AP; 14 Expertise,Aeonus
Fury,Main Hand,PreRaid,The Harvester of Souls,Dungeon Drop,,Auchenai Crypts,Heroic,16 Str; 13 Sta; 15 Crit,Exarch Maladaar
Fury,Main Hand,PreRaid,Vindicator's Brand,Reputation,,,,38 AP; 19 Hit,The Aldor - Exalted
Fury,Main Hand,PreRaid,Grand Marshal's Slicer,PvP,,,,18 Sta; 26 AP; 8 Hit; 13 Crit; 9 Resilience,
Fury,Main Hand,PreRaid,High Warlord's Cleaver,PvP,,,,18 Sta; 26 AP; 8 Hit; 13 Crit; 9 Resilience,
Fury,Two Hand,PreRaid,Lionheart Champion,Auction House,,,,"49 Str; 44 Agi

Proc: Increases Strength by 100 for 10 sec;
Equip: Increases your chance to resist Fear effects by 5%",
Fury,Two Hand,PreRaid,Endbringer,Dungeon Drop,,Underbog,Normal,29 Str; 28 Sta; 45 Crit,The Black Stalker
Fury,Two Hand,PreRaid,Quantum Blade,Dungeon Drop,,Black Morass,Heroic,31 Sta; 102 AP; 30 Crit,Aeonus
Fury,Ranged/Relic,PreRaid,Mama's Insurance,Quest,Declawing Doomclaw (NS),,,10 Agi; 32 AP; 6 Crit,
Fury,Ranged/Relic,PreRaid,Marksman's Bow,Reputation,,,,12 Agi; 22 AP; 11 Hit,Thrallmar - Exalted
Fury,Ranged/Relic,PreRaid,Veteran's Musket,Reputation,,,,12 Agi; 22 AP; 11 Hit,Honor Hold - Exalted
Protection,Head,PreRaid,Felsteel Helm,Auction House,,,,1284 Armor; 27 Sta; 33 Defense,
Protection,Head,PreRaid,Hope Bearer Helm,Dungeon Drop,,Auchenai Crypts,Normal,827 Armor; 30 Str; 23 Agi; 19 Sta; 13 Hit,Shirrak the Dead Watcher
Protection,Head,PreRaid,Warhelm of the Bold,Dungeon Drop,,Botanica,Normal,946 Armor; 24 Str; 22 Agi; 23 Sta; 20 Defense,Warp Splinter
Protection,Head,PreRaid,Faceguard of Determination,Dungeon Token,,,,1129 Armor; 36 Sta; 32 Defense; 24 Dodge; 24 Block Rating,50 Badges of Justice
Protection,Head,PreRaid,Horns of the Illidari,Quest,Subdue the Subduer (SMV),,,853 Armor; 24 Sta; 29 Defense; 33 Block Value,
Protection,Head,PreRaid,Overlord's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"898 Armor; 29 Str; 22 Sta; 13 Hit; 24 Crit

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Protection,Head,PreRaid,Myrmidon's Headdress,Quest (Dung),The Warlord's Hideout (SV),,,946 Armor; 17 Str; 37 Sta; 33 Defense,
Protection,Shoulder,PreRaid,Fanblade Pauldrons,Dungeon Drop,,Auchenai Crypts,Heroic,873 Armor; 16 Str; 22 Sta; 20 Defense; 15 Parry,Shirrak the Dead Watcher
Protection,Shoulder,PreRaid,Shoulderguards of the Bold,Dungeon Drop,,Shadow Labyrinth,Normal,873 Armor; 25 Str; 25 Sta; 17 Defense,Murmur
Protection,Shoulder,PreRaid,Spaulders of Dementia,Dungeon Drop,,Sethekk Halls,Heroic,1042 Armor; 25 Str; 24 Agi; 34 Sta; 23 Defense,Talon King Ikiss
Protection,Shoulder,PreRaid,Warchief's Mantle,Quest (Dung),Return to Andormu (CoT),,,786 Armor; 23 Str; 27 Sta; 18 Parry,
Protection,Shoulder,PreRaid,Savage Plate Shoulders,Reputation,,,,873 Armor; 14 Str; 36 Sta; 17 Crit; 13 Resilience,Lower City - Honored
Protection,Shoulder,PreRaid,Grand Marshal's Plate Shoulders,PvP,,,,873 Armor; 14 Str; 36 Sta; 17 Crit; 13 Resilience,
Protection,Shoulder,PreRaid,High Warlord's Plate Shoulders,PvP,,,,873 Armor; 14 Str; 36 Sta; 17 Crit; 13 Resilience,
Protection,Back,PreRaid,Cloak of Eternity,Auction House,,,,76 Armor; 36 Sta; 23 Defense,
Protection,Back,PreRaid,Auchenai Death Shroud,Dungeon Drop,,Auchenai Crypts,Heroic,78 Armor; 15 Agi; 15 Sta; 36 AP; 17 Hit,Avatar of the Martyred
Protection,Back,PreRaid,Burnoose of Shifting Ages,Dungeon Drop,,Black Morass,Normal,216 Armor; 15 Sta; 26 Defense; 29 Block Value,Chrono Lord Deja
Protection,Back,PreRaid,Cloak of the Inciter,Dungeon Drop,,Shadow Labyrinth,Normal,76 Armor; 15 Sta; 30 AP; 16 Hit; 18 Crit,Blackheart the Inciter
Protection,Back,PreRaid,Devilshark Cape,Dungeon Drop,,Steamvault,Normal,78 Armor; 22 Sta; 20 Defense; 18 Dodge; 29 Block Value,Warlord Kalithresh
Protection,Back,PreRaid,Thoriumweave Cloak,Dungeon Drop,,Mechanar,Normal,390 Armor; 35 Sta,Mechano-Lord Capacitus
