Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Holy,Shoulder,PreRaid,Mantle of the Sea Wolf,Dungeon Drop,,Mana Tombs,Heroic,489 Armor; 22 Sta; 25 Int; 68 Spell Dmg/Heal; 51 Healing; 17 Spell Dmg; 8 MP5,Tavarok
Holy,Shoulder,PreRaid,Moonglade Shoulders,Dungeon Drop,,Steamvault,Normal,219 Armor; 13 Str; 12 Agi; 18 Sta; 19 Int; 18 Spi; 39 Spell Dmg/Heal; 29 Healing; 10 Spell Dmg,Warlord Kalithresh
Holy,Shoulder,PreRaid,Pauldrons of Sufferance,Dungeon Drop,,Old Hillsbrad Foothills,Normal,105 Armor; 18 Sta; 13 Int; 19 Spi; 47 Spell Dmg/Heal; 35 Healing; 12 Spell Dmg,Epoch Hunter
Holy,Shoulder,PreRaid,Pauldrons of Wild Magic,Dungeon Drop,,Slave Pens,Heroic,583 Armor; 21 Sta; 28 Int; 33 Healing; 33 Spell Dmg,Quagmirran
Holy,Shoulder,PreRaid,Vestia's Pauldrons of Inner Grace,Dungeon Drop,,Mechanar,Normal,117 Armor; 24 Sta; 25 Int; 64 Spell Dmg/Heal; 48 Healing; 16 Spell Dmg; 8 MP5,The Gatewatchers
Holy,Shoulder,PreRaid,Redemption Spaulders,Quest,Redemption Spaulders (Naxx),,,825 Armor; 22 Sta; 20 Int; 54 Spell Dmg/Heal; 40 Healing; 14 Spell Dmg; 4 MP5; 14 Spell Crit,
Holy,Shoulder,PreRaid,Spaulders of the Torn-heart,Quest,The Cipher of Damnation - The Third Fragment Recovered (SMV),,,111 Armor; 10 Sta; 7 Int; 8 Spi; 40 Healing; 40 Spell Dmg,
Holy,Back,PreRaid,Lifegiving Cloak,Auction House,,,,85 Armor; 13 Int; 86 Spell Dmg/Heal; 64 Healing; 22 Spell Dmg; 5 MP5,World Drop
Holy,Back,PreRaid,White Remedy Cape,Auction House,,,,76 Armor; 79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg; 7 MP5,
Holy,Back,PreRaid,Avian Cloak of Feathers,Dungeon Drop,,Sethekk Halls,Normal,78 Armor; 18 Int; 12 Spi; 56 Spell Dmg/Heal; 42 Healing; 14 Spell Dmg; 5 MP5,Talon King Ikiss
Holy,Back,PreRaid,Cloak of Suturing,Dungeon Drop,,Naxxramas,Normal,72 Armor; 12 Int; 12 Spi; 64 Spell Dmg/Heal; 48 Healing; 16 Spell Dmg; 5 MP5,Patchwerk
Holy,Back,PreRaid,Cloak of the Everliving,Dungeon Drop,,Hellfire Ramparts,Heroic,78 Armor; 71 Spell Dmg/Heal; 53 Healing; 18 Spell Dmg; 9 MP5,Watchkeeper Gargolmar
Holy,Back,PreRaid,Light-Touched Stole of Altruism,Dungeon Drop,,Auchenai Crypts,Heroic,93 Armor; 22 Sta; 21 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,Exarch Maladaar
Holy,Back,PreRaid,Bishop's Cloak,Dungeon Token,,,,93 Armor; 16 Sta; 17 Int; 62 Spell Dmg/Heal; 46 Healing; 16 Spell Dmg; 8 MP5,25 Badges of Justice
Holy,Chest,PreRaid,Earthpeace Breastplate,Auction House,,,,652 Armor; 123 Spell Dmg/Heal; 92 Healing; 31 Spell Dmg; 16 MP5,
Holy,Chest,PreRaid,Living Crystal Breastplate,Auction House,,,,255 Armor; 25 Sta; 23 Int; 17 Spi; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,
Holy,Chest,PreRaid,Netherstrike Breastplate,Auction House,,,,846 Armor; 34 Sta; 23 Int; 37 Healing; 37 Spell Dmg; 8 MP5,
Holy,Chest,PreRaid,Primal Mooncloth Robe,Auction House,,,,202 Armor; 20 Int; 20 Spi; 162 Spell Dmg/Heal; 121 Healing; 41 Spell Dmg; 10 MP5,
Holy,Chest,PreRaid,Windhawk Hauberk,Auction House,,,,379 Armor; 28 Sta; 29 Int; 29 Spi; 56 Spell Dmg/Heal; 42 Healing; 14 Spell Dmg; 8 MP5,
Holy,Chest,PreRaid,Hallowed Garments,Dungeon Drop,,Shadow Labyrinth,Normal,156 Armor; 12 Sta; 26 Int; 26 Spi; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg,Murmur
Holy,Chest,PreRaid,Harness of the Deep Currents,Dungeon Drop,,Shadow Labyrinth,Normal,652 Armor; 28 Sta; 30 Int; 91 Spell Dmg/Heal; 68 Healing; 23 Spell Dmg; 10 MP5,Murmur
Holy,Chest,PreRaid,Moonglade Robe,Dungeon Drop,,Mechanar,Normal,292 Armor; 25 Str; 17 Agi; 16 Sta; 17 Int; 14 Spi; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,Pathaleon the Calculator
Holy,Chest,PreRaid,Raiments of Divine Authority,Dungeon Drop,,Blood Furnace,Normal,122 Armor; 16 Sta; 21 Int; 18 Spi; 62 Spell Dmg/Heal; 46 Healing; 16 Spell Dmg,Keli'dan the Breaker
Holy,Chest,PreRaid,Raiments of Nature's Breath,Dungeon Drop,,Hellfire Ramparts,Heroic,292 Armor; 25 Sta; 32 Int; 18 Spi; 100 Spell Dmg/Heal; 75 Healing; 25 Spell Dmg; 7 MP5,Vazruden
Holy,Chest,PreRaid,Robe of Effervescent Light,Dungeon Drop,,Blood Furnace,Heroic,156 Armor; 25 Sta; 33 Int; 18 Spi; 98 Spell Dmg/Heal; 73 Healing; 25 Spell Dmg; 7 MP5,Keli'dan the Breaker
Holy,Chest,PreRaid,Redemption Tunic,Quest,Redemption Tunic (Naxx),,,1172 Armor; 25 Sta; 31 Int; 79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg; 10 MP5; 14 Spell Crit,
Holy,Chest,PreRaid,Void Slayer's Tunic,Quest,Dimensius the All-Devouring (NS),,,619 Armor; 31 Sta; 21 Int; 118 Spell Dmg/Heal; 88 Healing; 30 Spell Dmg; 8 MP5,
Holy,Chest,PreRaid,Anchorite's Robes,Reputation,,,,156 Armor; 16 Sta; 38 Int; 18 Spi; 29 Healing; 29 Spell Dmg,The Aldor - Honored
Holy,Wrist,PreRaid,Blessed Bracers,Auction House,,,,581 Armor; 12 Sta; 14 Int; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg,
Holy,Wrist,PreRaid,Bracers of Havok,Auction House,,,,67 Armor; 12 Int; 30 Healing; 30 Spell Dmg,
Holy,Wrist,PreRaid,Windhawk Bracers,Auction House,,,,159 Armor; 22 Sta; 17 Int; 7 Spi; 42 Spell Dmg/Heal; 31 Healing; 11 Spell Dmg; 8 MP5,
Holy,Wrist,PreRaid,Bands of the Benevolent,Dungeon Drop,,Sethekk Halls,Heroic,81 Armor; 18 Sta; 20 Int; 18 Spi; 62 Spell Dmg/Heal; 46 Healing; 16 Spell Dmg,Talon King Ikiss
Holy,Wrist,PreRaid,Bracelets of Royal Redemption,Dungeon Drop,,Ahn'Qiraj,Normal,61 Armor; 8 Sta; 10 Int; 9 Spi; 71 Spell Dmg/Heal; 53 Healing; 18 Spell Dmg,Emperor Vek'nilash
Holy,Wrist,PreRaid,Lucid Dream Bracers,Dungeon Drop,,Mana Tombs,Heroic,128 Armor; 13 Sta; 15 Int; 17 Spi; 50 Spell Dmg/Heal; 37 Healing; 13 Spell Dmg,Nexus-Prince Shaffar
Holy,Wrist,PreRaid,Primal Surge Bracers,Dungeon Drop,,Black Morass,Normal,285 Armor; 15 Sta; 18 Int; 50 Spell Dmg/Heal; 37 Healing; 13 Spell Dmg; 6 MP5,Aeonus
Holy,Wrist,PreRaid,Virtue Bearer's Vambraces,Dungeon Drop,,Blood Furnace,Heroic,509 Armor; 16 Int; 47 Spell Dmg/Heal; 35 Healing; 12 Spell Dmg; 6 MP5,Broggok
Holy,Wrist,PreRaid,Redemption Wristguards,Quest,Redemption Wristguards (Naxx),,,492 Armor; 22 Sta; 15 Int; 42 Spell Dmg/Heal; 31 Healing; 11 Spell Dmg; 4 MP5,
Holy,Wrist,PreRaid,Shattrath Wraps,Quest (Dung),The Soul Devices (SL),,,68 Armor; 15 Sta; 15 Int; 21 Healing; 21 Spell Dmg,
Holy,Wrist,PreRaid,Bindings of the Timewalker,Reputation,,,,78 Armor; 24 Sta; 12 Int; 86 Spell Dmg/Heal; 64 Healing; 22 Spell Dmg,Keepers of Time - Exalted
Holy,Wrist,PreRaid,General's Lamellar Bracers,PvP,,,,624 Armor; 22 Sta; 12 Int; 20 Healing; 20 Spell Dmg,
Holy,Hands,PreRaid,Gloves of the Living Touch,Auction House,,,,208 Armor; 16 Sta; 18 Int; 22 Spi; 103 Spell Dmg/Heal; 77 Healing; 26 Spell Dmg,
Holy,Hands,PreRaid,Bloody Surgeon's Mitts,Dungeon Drop,,Blood Furnace,Normal,76 Armor; 10 Sta; 20 Int; 12 Spi; 42 Spell Dmg/Heal; 31 Healing; 11 Spell Dmg,Broggok
Holy,Hands,PreRaid,Fathomheart Gauntlets,Dungeon Drop,,Steamvault,Normal,407 Armor; 24 Sta; 25 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 7 MP5,Warlord Kalithresh
Holy,Hands,PreRaid,Hallowed Handwraps,Dungeon Drop,,Shattered Halls,Normal,97 Armor; 19 Sta; 20 Int; 26 Spi; 68 Spell Dmg/Heal; 51 Healing; 17 Spell Dmg,Warchief Kargath Bladefist
Holy,Hands,PreRaid,Life Bearer's Gauntlets,Dungeon Drop,,Hellfire Ramparts,Heroic,728 Armor; 23 Sta; 25 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,Vazruden
Holy,Hands,PreRaid,Natural Mender's Wraps,Dungeon Drop,,Auchenai Crypts,Normal,183 Armor; 22 Sta; 25 Int; 18 Spi; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,Avatar of the Martyred
Holy,Hands,PreRaid,Prismatic Mittens of Mending,Dungeon Drop,,Botanica,Normal,97 Armor; 23 Sta; 26 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 7 MP5,Commander Sarannis
Holy,Hands,PreRaid,Cryo-mitts,Quest (Dung),Someone Else's Hard Work Pays Off (MT),,,156 Armor; 22 Int; 16 Spi; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg,
Holy,Waist,PreRaid,Girdle of Divine Blessing,Auction House,,,,573 Armor; 16 Sta; 22 Int; 64 Spell Dmg/Heal; 48 Healing; 16 Spell Dmg,World Drop
Holy,Waist,PreRaid,Netherstrike Belt,Auction House,,,,457 Armor; 10 Sta; 17 Int; 30 Healing; 30 Spell Dmg; 9 MP5,
Holy,Waist,PreRaid,Primal Mooncloth Belt,Auction House,,,,109 Armor; 12 Int; 11 Spi; 108 Spell Dmg/Heal; 81 Healing; 27 Spell Dmg; 8 MP5,
Holy,Waist,PreRaid,Windhawk Belt,Auction House,,,,205 Armor; 17 Sta; 19 Int; 20 Spi; 56 Spell Dmg/Heal; 42 Healing; 14 Spell Dmg; 8 MP5,
Holy,Waist,PreRaid,Cord of Sanctification,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,105 Armor; 25 Sta; 24 Int; 83 Spell Dmg/Heal; 62 Healing; 21 Spell Dmg; 7 MP5,Epoch Hunter
Holy,Waist,PreRaid,Girdle of Many Blessings,Dungeon Drop,,Slave Pens,Heroic,655 Armor; 24 Sta; 22 Int; 62 Spell Dmg/Heal; 46 Healing; 16 Spell Dmg,Rokmar the Crackler
Holy,Waist,PreRaid,Grasp of the Old God,Dungeon Drop,,Ahn'Qiraj,Normal,85 Armor; 15 Sta; 19 Int; 79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg; 7 MP5,C'Thun
Holy,Waist,PreRaid,Stillwater Girdle,Dungeon Drop,,Mana Tombs,Heroic,367 Armor; 18 Sta; 26 Int; 71 Spell Dmg/Heal; 53 Healing; 18 Spell Dmg; 8 MP5,Nexus-Prince Shaffar
Holy,Waist,PreRaid,Wave-Song Girdle,Dungeon Drop,,Auchenai Crypts,Heroic,438 Armor; 25 Sta; 25 Int; 32 Healing; 32 Spell Dmg,Exarch Maladaar
Holy,Waist,PreRaid,Akama's Sash,Quest,Akama's Promise (SMV),,,195 Armor; 10 Sta; 7 Int; 18 Spi; 40 Healing; 40 Spell Dmg,
Holy,Waist,PreRaid,Redemption Girdle,Quest,Redemption Girdle (Naxx),,,632 Armor; 19 Sta; 29 Int; 54 Spell Dmg/Heal; 40 Healing; 14 Spell Dmg; 5 MP5,
Holy,Waist,PreRaid,A'dal's Gift,Quest (Dung),How to Break Into the Arcatraz (TK),,,88 Armor; 25 Int; 34 Healing; 34 Spell Dmg,
Holy,Waist,PreRaid,General's Lamellar Belt,PvP,,,,870 Armor; 34 Sta; 23 Int; 28 Healing; 28 Spell Dmg,
Holy,Legs,PreRaid,Kamaei's Cerulean Skirt,Auction House,,,,149 Armor; 25 Int; 21 Spi; 155 Spell Dmg/Heal; 118 Healing; 37 Spell Dmg,World Drop
Holy,Legs,PreRaid,Whitemend Pants,Auction House,,,,156 Armor; 21 Sta; 21 Int; 83 Spell Dmg/Heal; 62 Healing; 21 Spell Dmg; 11 MP5,
Holy,Legs,PreRaid,Cassock of the Loyal,Dungeon Drop,,Underbog,Normal,1019 Armor; 30 Sta; 34 Int; 91 Spell Dmg/Heal; 68 Healing; 23 Spell Dmg,Hungarfen
Holy,Legs,PreRaid,Hallowed Trousers,Dungeon Drop,,Sethekk Halls,Normal,136 Armor; 25 Sta; 33 Int; 18 Spi; 98 Spell Dmg/Heal; 73 Healing; 25 Spell Dmg; 7 MP5,Talon King Ikiss
Holy,Legs,PreRaid,Oceansong Kilt,Dungeon Drop,,Hellfire Ramparts,Heroic,570 Armor; 36 Sta; 34 Int; 112 Spell Dmg/Heal; 84 Healing; 28 Spell Dmg,Vazruden
Holy,Legs,PreRaid,Pontifex Kilt,Dungeon Drop,,Steamvault,Heroic,163 Armor; 25 Sta; 29 Int; 27 Spi; 88 Spell Dmg/Heal; 66 Healing; 22 Spell Dmg,Warlord Kalithresh
Holy,Legs,PreRaid,Stormsong Kilt,Dungeon Drop,,Underbog,Normal,681 Armor; 25 Sta; 30 Int; 35 Healing; 35 Spell Dmg,The Black Stalker
Holy,Legs,PreRaid,Pants of the Naaru,Quest,Special Delivery to Shattrath City (Shattrath City),,,130 Armor; 27 Sta; 22 Int; 25 Spi; 103 Spell Dmg/Heal; 77 Healing; 26 Spell Dmg,
Holy,Legs,PreRaid,Starcaller's Plated Legguards,Quest,Dimensius the All-Devouring (NS),,,968 Armor; 27 Sta; 18 Int; 118 Spell Dmg/Heal; 88 Healing; 30 Spell Dmg; 7 MP5,
Holy,Feet,PreRaid,Boots of the Pious,Dungeon Drop,,Mechanar,Heroic,128 Armor; 24 Sta; 26 Int; 23 Spi; 83 Spell Dmg/Heal; 62 Healing; 21 Spell Dmg,Pathaleon the Calculator
Holy,Feet,PreRaid,Boots of the Watchful Heart,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,800 Armor; 23 Sta; 26 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 7 MP5,Captain Skarloc
Holy,Feet,PreRaid,Jeweled Boots of Sanctification,Dungeon Drop,,Shattered Halls,Normal,105 Armor; 22 Sta; 25 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 6 MP5,Warbringer O'mrogg
Holy,Feet,PreRaid,Sigil-Laced Boots,Dungeon Drop,,Arcatraz,Normal,107 Armor; 24 Sta; 18 Int; 20 Healing; 20 Spell Dmg,Harbinger Skyriss
Holy,Feet,PreRaid,Slippers of Serenity,Dungeon Drop,,Auchenai Crypts,Normal,94 Armor; 10 Sta; 22 Int; 15 Spi; 47 Spell Dmg/Heal; 35 Healing; 12 Spell Dmg,Exarch Maladaar
Holy,Feet,PreRaid,Wavefury Boots,Dungeon Drop,,Slave Pens,Heroic,448 Armor; 19 Sta; 24 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 8 MP5,Rokmar the Crackler
Holy,Feet,PreRaid,Redemption Boots,Quest,Redemption Boots (Naxx),,,756 Armor; 22 Sta; 18 Int; 56 Spell Dmg/Heal; 42 Healing; 14 Spell Dmg; 5 MP5; 14 Spell Crit,
Holy,Feet,PreRaid,Curate's Boots,Quest (Dung),Fel Embers (SH),,,106 Armor; 25 Int; 25 Spi; 71 Spell Dmg/Heal; 53 Healing; 18 Spell Dmg,
Holy,Neck,PreRaid,Necklace of Eternal Hope,Dungeon Token,,,,22 Sta; 21 Int; 64 Spell Dmg/Heal; 48 Healing; 16 Spell Dmg; 4 MP5,25 Badges of Justice
Holy,Neck,PreRaid,Amulet of the Fallen God,Quest,The Savior of Kalimdor (AQ),,,11 Sta; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg; 6 MP5,
Holy,Neck,PreRaid,Karja's Medallion,Quest,Shutting Down Manaforge Ara (NS),,,15 Int; 10 Spi; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,
Holy,Neck,PreRaid,Natasha's Guardian Cord,Quest,The Hound-Master (BEM),,,10 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 6 MP5,
Holy,Ring,PreRaid,Azure Moonstone Ring,Auction House,,,,76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg,
Holy,Ring,PreRaid,Band of the Crystalline Void,Dungeon Drop,,Mana-Tombs,Heroic,20 Int; 59 Spell Dmg/Heal; 44 Healing; 15 Spell Dmg; 8 MP5,Yor
Holy,Ring,PreRaid,Cosmic Lifeband,Dungeon Drop,,Mechanar,Normal,76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg; 7 MP5,Nethermancer Sepethrea
Holy,Ring,PreRaid,Ring of Fabled Hope,Dungeon Drop,,Underbog,Normal,12 Int; 11 Spi; 79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg,The Black Stalker
Holy,Ring,PreRaid,Ring of the Martyr,Dungeon Drop,,Ahn'Qiraj,Normal,10 Sta; 68 Spell Dmg/Heal; 51 Healing; 17 Spell Dmg; 5 MP5,Princess Huhuran
Holy,Ring,PreRaid,Band of Halos,Dungeon Token,,,,22 Sta; 21 Int; 62 Spell Dmg/Heal; 46 Healing; 16 Spell Dmg; 6 MP5,25 Badges of Justice
Holy,Ring,PreRaid,Ring of Cryptic Dreams,Dungeon Token,,,,16 Sta; 17 Int; 23 Healing; 23 Spell Dmg,25 Badges of Justice
Holy,Ring,PreRaid,Celestial Jewel Ring,Quest,Hitting the Motherlode (NS),,,13 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg; 4 MP5,
Holy,Ring,PreRaid,Spiritualist's Mark of the Sha'tar,Quest,Battle of the Crimson Watch (SMV),,,12 Spi; 86 Spell Dmg/Heal; 64 Healing; 22 Spell Dmg,
Holy,Ring,PreRaid,Keeper's Ring of Piety,Quest (Dung),Hero of the Brood (BM),,,18 Spi; 56 Spell Dmg/Heal; 42 Healing; 14 Spell Dmg; 7 MP5,
Holy,Ring,PreRaid,Ancestral Band,Reputation,,,,15 Int; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg; 4 MP5,Thrallmar - Revered
Holy,Ring,PreRaid,Ring of Convalescence,Reputation,,,,15 Int; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg; 4 MP5,Honor Hold - Revered
Holy,Trinket,PreRaid,Auslese's Light Channeler,Dungeon Drop,,Blood Furnace,Normal,"79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg

Use: Reduces the cost of your next spell cast within 10 sec by up to 215 mana",Broggok
Holy,Trinket,PreRaid,Eye of the Dead,Dungeon Drop,,Naxxramas,Normal,"94 Spell Dmg/Heal; 70 Healing; 24 Spell Dmg

Use: Increases healing done by the next 5 spells by up to 450 and damage done by up to 150 for 30 sec",Sapphiron
Holy,Trinket,PreRaid,Rejuvenating Gem,Dungeon Drop,,Blackwing Lair,Normal,88 Spell Dmg/Heal; 66 Healing; 22 Spell Dmg; 9 MP5,Three Drakes
Holy,Trinket,PreRaid,Scarab of the Infinite Cycle,Dungeon Drop,,Black Morass,Normal,94 Spell Dmg/Heal; 70 Healing; 24 Spell Dmg,Aeonus
Holy,Trinket,PreRaid,Shiffar's Nexus-Horn,Dungeon Drop,,Arcatraz,Normal,,Harbinger Skyriss
Holy,Trinket,PreRaid,Essence of the Martyr,Dungeon Token,,,,"112 Spell Dmg/Heal; 84 Healing; 28 Spell Dmg

Use: Increases healing done by spells by up to 297 and damage done by spells by up to 99 for 20 sec",41 Badges of Justice
Holy,Trinket,PreRaid,Oshu'gun Relic,Quest,Gava'xi (Nag),,,"71 Spell Dmg/Heal; 53 Healing; 18 Spell Dmg

Use: Increases healing done by spells and effects by up to 213 and damage done by spells by up to 71 for 20 sec",
Holy,Trinket,PreRaid,Lower City Prayerbook,Reputation,,,,"94 Spell Dmg/Heal; 70 Healing; 24 Spell Dmg

Use: Your heals each cost 22 less mana for the next 15 sec",Lower City - Revered
Holy,Main Hand,PreRaid,Hand of Eternity,Auction House,,,,43.68 DPS; 20 Int; 423 Spell Dmg/Heal; 317 Healing; 106 Spell Dmg; 7 MP5,
Holy,Main Hand,PreRaid,The Ancient Scepter of Sue-Min,Auction House,,,,43.57 DPS; 15 Int; 399 Spell Dmg/Heal; 299 Healing; 100 Spell Dmg; 8 MP5,World Drop
Holy,Main Hand,PreRaid,The Essence Focuser,Auction House,,,,41.11 DPS; 303 Spell Dmg/Heal; 227 Healing; 76 Spell Dmg; 11 MP5,World Drop
Holy,Main Hand,PreRaid,Dathrohan's Ceremonial Hammer,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,41.11 DPS; 13 Sta; 14 Int; 18 Spi; 303 Spell Dmg/Heal; 227 Healing; 76 Spell Dmg,Captain Skarloc
Holy,Main Hand,PreRaid,Hammer of the Penitent,Dungeon Drop,,Mechanar,Normal,41.11 DPS; 16 Int; 13 Spi; 303 Spell Dmg/Heal; 227 Healing; 76 Spell Dmg; 6 MP5,Mechano-Lord Capacitus
Holy,Main Hand,PreRaid,Hammer of the Twisting Nether,Dungeon Drop,,Naxxramas,Normal,41.58 DPS; 8 Sta; 11 Int; 318 Spell Dmg/Heal; 238 Healing; 80 Spell Dmg; 8 MP5,Kel'Thuzad
Holy,Main Hand,PreRaid,Lightsworn Hammer,Dungeon Drop,,Shattered Halls,Normal,41.11 DPS; 12 Sta; 11 Int; 303 Spell Dmg/Heal; 227 Healing; 76 Spell Dmg; 8 MP5,Warchief Kargath Bladefist
Holy,Main Hand,PreRaid,Shockwave Truncheon,Dungeon Drop,,Shadow Labyrinth,Heroic,41.58 DPS; 24 Sta; 423 Spell Dmg/Heal; 317 Healing; 106 Spell Dmg; 6 MP5,Murmur
Holy,Main Hand,PreRaid,Gavel of Pure Light,Reputation,,,,41.32 DPS; 12 Sta; 12 Int; 399 Spell Dmg/Heal; 299 Healing; 100 Spell Dmg; 8 MP5,The Sha'tar - Exalted
Holy,Main Hand,PreRaid,Gladiator's Salvation,PvP,,,,41.25 DPS; 28 Sta; 18 Int; 500 Spell Dmg/Heal; 375 Healing; 125 Spell Dmg,
Holy,Off Hand,PreRaid,Crystal Pulse Shield,Auction House,,,,3711 Armor; 24 Int; 47 Spell Dmg/Heal; 35 Healing; 12 Spell Dmg; 6 MP5,World Drop
Holy,Off Hand,PreRaid,Faol's Signet of Cleansing,Dungeon Drop,,Hellfire Ramparts,Heroic,79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg; 7 MP5,Omor the Unscarred
Holy,Off Hand,PreRaid,Lamp of Peaceful Repose,Dungeon Drop,,Arcatraz,Normal,16 Sta; 18 Int; 47 Spell Dmg/Heal; 35 Healing; 12 Spell Dmg; 6 MP5,Dalliah the Doomsayer
Holy,Off Hand,PreRaid,Sapphiron's Right Eye,Dungeon Drop,,Naxxramas,Normal,9 Sta; 10 Int; 83 Spell Dmg/Heal; 62 Healing; 21 Spell Dmg; 4 MP5,Sapphiron
Holy,Off Hand,PreRaid,Shield of Condemnation,Dungeon Drop,,Naxxramas,Normal,3936 Armor; 10 Sta; 10 Int; 79 Spell Dmg/Heal; 59 Healing; 20 Spell Dmg; 6 MP5,Kel'Thuzad
Holy,Off Hand,PreRaid,Stormshield of Renewal,Dungeon Drop,,Underbog,Normal,3806 Armor; 12 Sta; 16 Int; 76 Spell Dmg/Heal; 57 Healing; 19 Spell Dmg,The Black Stalker
Holy,Off Hand,PreRaid,Swamplight Lantern,Dungeon Drop,,Slave Pens,Heroic,22 Int; 54 Spell Dmg/Heal; 40 Healing; 14 Spell Dmg; 6 MP5,Quagmirran
Holy,Off Hand,PreRaid,Light-Bearer's Faith Shield,Dungeon Token,,,,4668 Armor; 21 Sta; 22 Int; 74 Spell Dmg/Heal; 55 Healing; 19 Spell Dmg,33 Badges of Justice
Holy,Off Hand,PreRaid,Mazthoril Honor Shield,Dungeon Token,,,,4668 Armor; 16 Sta; 17 Int; 23 Healing; 23 Spell Dmg,33 Badges of Justice
